RecordedDate,song1,song2,song3,song4,song5,song6,song7,song8,song9,song10,song11,song12,song13,song14,song15,song16,song17,song18,song19,song20,song21,song22,song23,song24,song25,song26,song27,song28,song29,song30,song31,song32,song33,song34,song35,song36,song37,song38,ATTCHECK,ATTCHECK.r,song39,song40,song41,song42,song43,song44,song45,song46,song47,song48,song49,song50,CHOICE,describe,certain.liking,age,gender,gender‎‎.selfdescribe,OPTIONS
9/22/21 7:43,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,,1,1,1,2,1,2,1,1,2,2,2,2,1,1,The video was definitely sponsored by smart food because they showed the label a few times. It was kind of interesting because she was cheerleading with long black gloves.,5,21,0,,29
9/22/21 7:48,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,,1,1,2,1,1,2,1,1,2,1,2,2,1,2,"He was hanging out around the campfire, drinking and enjoying his american freedoms with his friends and wife.",5,21,0,,25
9/22/21 7:54,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1,,1,1,1,1,2,1,1,2,1,1,2,2,1,2,Lil Nas x was on a horse in his old neighborhood which surprised alot of people and he won a race against a car and then opened up a shop and earned alot of money to upgrade his look and his mode of transportation.,1,21,0,,27
9/22/21 7:58,2,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,,1,1,2,1,2,1,1,1,1,1,2,1,2,1,"In the video, Miley Cyrus was the focal point throughout the video. She is singing and makes strong eye contact with the camera. She expresses her love for independence and not needing a significant other. Further, she shows she can move on. The video seemed to amplify a sexual tone and showed changes in scenery. At some points there were colorful animals surrounding her, and at others she was pressed up against mirrors. In other moments she was laying on a pile of small colorful objects.",5,21,0,,18
9/22/21 8:02,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,1,2,2,1,2,1,2,2,2,2,2,2,2,2,"It was the John Legend ""All of Me"" video and it was in black and white, and he was singing to his now wife Chrissy Teigan. There was a lot of water involved in this video.",3,20,0,,43
9/22/21 8:22,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,,1,1,2,1,2,1,1,1,1,1,2,1,1,2,"Adele was sitting in a chair in a vacant room for the majority of the video. The scene should change to other parts of the empty, dark and lonely house. Then there was a dancing fencer and breaking dishes. At the end the video got a little bit lighter with more white abs white powder evident in the shot.",5,19,0,,27
9/22/21 8:25,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,,1,1,1,2,2,2,1,1,2,1,2,1,2,2,The Black Eyed Peas were all rapping on a beat together. The video is suppose to be futuristic with swagger..,5,20,1,,28
9/22/21 8:27,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,A guy and his band performed their song in a dark and steamy room.,4,20,0,,8
9/22/21 8:27,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,it was a wholesome family environment,7,20,0,,13
9/22/21 8:33,1,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,,1,1,1,2,2,1,2,2,2,1,2,2,2,2,Beyonce was dancing with two back up dancers.,6,21,0,,33
9/22/21 8:34,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,2,,1,1,2,2,1,2,2,1,2,2,2,1,1,2,Kanye played the piano while ballerinas in black outfits were slowly dancing,5,21,0,,26
9/22/21 8:35,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,,1,1,1,2,2,2,1,1,1,1,2,1,1,2,musice video of the boys dancing sand singing in the club,7,21,0,,28
9/22/21 8:37,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,1,,1,1,1,1,2,1,1,1,1,1,1,2,1,2,She was leaving him but she didn't want to so she kept seeing either memories or dreams of them together and then she eventually got off the plane and stayed with him.,4,22,1,,22
9/22/21 8:47,2,2,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,,1,1,1,2,2,2,2,1,1,1,2,2,1,2,"Adele was in a house by herself trying to contact someone who she used to be very close to, and she is singing about missing a past relationship.",7,19,1,,24
9/22/21 8:49,2,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,1,2,2,1,,1,1,1,2,2,2,1,2,2,1,1,1,1,2,A big music star forms a secret relationship with an employee on his tour and causes a lot of drama in that wake.,4,19,1,,25
9/22/21 8:57,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,,1,1,1,2,2,2,1,2,1,2,2,2,1,2,billie eilish was singing and dancing in different solidly colored rooms and different environments with other people. Each space had something weird and out of context like a snorkel and milk.,4,21,0,,28
9/22/21 9:05,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,,1,1,1,2,1,2,1,1,2,1,1,1,1,2,Adam Levine is with a girl and a baby in a house,4,21,1,,18
9/22/21 9:06,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,,1,1,1,2,2,2,1,2,1,1,1,1,1,2,"Kesha wakes up in the bath tub, goes throughout her day and then it ends with her at the club",5,21,1,,18
9/22/21 9:07,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,1,2,1,2,2,2,2,2,"She was playing the piano and was singing to a slow beat, a lot of close ups and then zooming out far",3,20,0,,38
9/22/21 9:17,2,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,,1,1,1,2,1,2,1,2,2,1,1,1,1,2,A young girl was dancing in a dilapidated apartment by herself.,4,21,1,,20
9/22/21 9:21,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,2,1,2,2,,1,2,1,2,1,2,2,2,2,1,1,1,1,2,Taylor swift danced in a bunch of different outfits always with a group of background dancers.,4,21,1,,25
9/22/21 9:25,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,,1,1,2,1,2,2,2,2,2,2,2,2,2,2,Bruno Mars is just vibing around town and dancing for most of it and eventually is performing on stage,5,20,0,,38
9/22/21 9:32,2,1,2,2,2,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,,1,1,1,1,2,2,1,2,2,2,2,2,2,2,Some girls were dancing to the music with a white background,5,24,0,,32
9/22/21 9:50,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,1,1,1,1,2,2,1,2,2,1,1,"The music video shows her waking up hungover and getting ready to go out again and hangout with friends, doing things she shouldn't be doing.",7,20,0,,27
9/22/21 9:57,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,,1,2,2,1,2,1,1,2,1,2,2,1,2,2,"The singer songwriter Grimes was doing a voice over to her song ""oblivion"" had a dirtbike race track. It also might've been a college if I were to guess.",5,20,1,,21
9/22/21 10:05,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,,1,1,2,1,2,2,2,2,2,2,2,2,2,2,Whitney Houston sang to her lover,7,19,0,,43
9/22/21 10:08,1,2,1,2,2,2,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,1,1,1,2,2,1,1,2,2,1,2,1,1,2,"Beyonce and two other women dancing, singing, clapping",5,20,0,,28
9/22/21 10:16,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,,1,1,1,1,2,2,1,2,2,1,1,2,1,2,"The band BTS danced in different places such as a bedroom, outside a disco place, in a record shop, in a donut shop, outside an ice cream truck etc.",5,21,1,,25
9/22/21 10:29,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"they were singing and dancing, there was a girl who seemed angry at some points",5,21,0,,19
9/22/21 10:33,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,,1,2,2,2,,1,2,2,1,2,2,1,1,1,1,1,2,1,1,Somebody was driving their car down the road.,3,22,1,,27
9/22/21 10:55,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,,1,1,2,2,2,2,1,1,1,2,2,2,1,2,MJ dancing and roaming the streets,3,21,0,,34
9/22/21 11:15,1,2,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,,1,1,2,1,2,1,1,1,1,1,1,1,2,2,Carly Rae sang with a band behind her. She had a bot with his shirt off washing a car.,7,19,0,,14
9/22/21 11:50,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,,1,1,1,1,1,2,1,1,2,1,1,1,1,2,"It was very intense.  There was a fire, a cop with a gun and an eerie scene among other things.",4,20,1,,9
9/22/21 11:51,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,,2,1,1,2,2,1,1,1,1,1,1,,1,1,1,2,1,1,1,1,1,1,1,1,1,2,Kayne played the piano while ballerinas danced a routine to the song,3,19,0,,12
9/22/21 12:13,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,,1,1,1,2,1,1,1,2,2,2,2,1,1,1,she was on a plane,7,20,0,,14
9/22/21 12:17,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,,1,1,1,2,1,1,1,1,2,1,1,2,1,2,He sang,4,19,1,,12
9/22/21 12:18,1,2,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,1,,1,1,2,2,1,1,1,2,2,2,2,2,1,2,"There are a bunch of people riding around/ sitting in cars doing seemingly mundane cars all listening to Tiny Dancer, and singing along.",5,19,0,,27
9/22/21 12:22,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,,1,1,2,2,2,2,1,1,2,2,2,2,2,2,miley just singing in a lot of different colorful scenes,7,20,0,,38
9/22/21 12:22,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1,,1,1,1,2,1,2,1,1,2,1,2,2,1,2,Alicia Keys plays the piano and walks through her neighborhood singing,5,20,1,,22
9/22/21 12:23,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,1,1,2,1,1,2,1,2,2,2,2,2,"What i saw in the video was lots of dancing, people and lots of lights",6,20,0,,33
9/22/21 12:25,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,,1,1,1,1,1,1,2,2,2,1,2,1,2,1,"its a black and white video mainly of just pictures flashing, they don't really do anything. They are at one point all sitting together with a green guitar that became yellow later on",7,20,1,,24
9/22/21 12:25,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,A groups of female dancers were dancing in an all white room.,7,20,1,,11
9/22/21 12:27,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,,1,1,2,1,1,1,1,2,2,1,2,1,2,1,Lil Nas X was riding a horse down the neighborhood streets then Billy Ray Cyrus pulls up in a Maserati and then they walk into some type of event.,5,21,0,,23
9/22/21 12:28,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,,1,1,1,2,2,2,1,2,2,1,2,2,2,2,There was a group of people dancing with asian subtitles,3,21,1,,33
9/22/21 12:30,2,2,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,,1,1,2,2,2,1,2,1,1,1,1,1,1,2,"they were basically just playing the song on different stages, intensity grew with the music",5,20,0,,21
9/22/21 12:31,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,,1,1,1,1,1,1,1,1,2,1,1,1,1,2,The guy won a boxing match and his wife and daughter left him,4,20,1,,16
9/22/21 12:33,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,,1,1,1,1,1,2,1,2,1,1,1,2,1,2,Olivia rodrigo is driving and getting over a break up,4,19,0,,10
9/22/21 12:35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,2,1,2,People danced and were happy. Some may have sang a bit. Lots of different settings and possibly people.,4,20,0,,5
9/22/21 12:35,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,,1,2,2,2,2,1,1,1,2,2,2,1,1,1,Grimes is singing in an emo/alternative way at some events that are viewed as typical parts of American culture.,6,19,0,,20
9/22/21 12:39,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,,1,1,1,2,2,1,2,2,1,1,1,1,1,1,The actors in the video are all women and are associated with the title of the song.,7,21,1,,25
9/22/21 12:41,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,,1,1,2,2,1,2,2,2,2,2,2,2,2,1,"The Weeknd walks around a room with people in masks and his plastic-surgery face, the video is dark with lots of red",7,21,0,,36
9/22/21 12:44,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,,1,1,1,2,1,2,1,1,2,1,2,1,1,2,"It was just a still image of the ""Hey Jude"" album cover",5,20,0,,13
9/22/21 12:45,2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,2,2,"The Black Eyed Peas, Fergie, and Will.I.Am, were all in very futuristic outfits. Green and red lights were flashing throughout the video. There was a common theme of dynamite and guns in the video. Masks were a large part of the futuristic theme too.",6,21,0,,37
9/22/21 12:46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,Taylor Swift was dancing and singing with her background dancers. She would be a ballerina and then a hip hop and then it would transition to a stage setting. There would be clips of other dances doing tricks and it was pretty much just an upbeat video,7,20,0,,43
9/22/21 12:55,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,,1,1,1,2,1,1,1,1,1,1,1,1,1,2,t swift went into her piano into a magical universe,5,20,0,,14
9/22/21 12:57,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,,1,1,1,1,1,,1,1,1,2,2,2,1,1,2,2,2,2,2,2,The wonderwall dude played a guitar,5,20,1,,22
9/22/21 12:59,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,,1,1,1,1,2,1,2,2,2,2,2,2,1,2,a girl in a blonde wig was dancing around a room in her own style,5,20,0,,28
9/22/21 13:02,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,,1,1,1,2,2,2,2,2,1,2,2,2,2,1,"A girl has taken interest in someone and wants their attention, but their attention is on someone else, so she is dancing on her own at the club.",3,19,0,,38
9/22/21 13:11,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,A lot of people were walking and singing about how they were happy.,5,22,1,,11
9/22/21 13:15,1,2,1,2,2,2,1,2,2,1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,,1,1,1,1,2,1,1,2,1,2,2,2,1,1,"there was love in the air. a concert where lady gaga started to sing in the middle of the song. bikes, people cheering for lady gaga, and confusion from lady gaga when she started to sing",7,38,1,,24
9/22/21 13:20,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,,1,1,1,1,2,1,2,2,1,1,1,2,2,2,Adelle is very creative when it comes to her music it was up beat but also soft based on how she sat the whole video.,4,23,0,,27
9/22/21 13:30,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,,1,1,2,1,2,1,1,2,2,2,2,2,1,1,The artist was apart of the music video as well as backup dancers/guitarist. Lots of scene changes and different things being shown but it was a cute video.,6,20,0,,37
9/22/21 13:54,2,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,2,1,1,1,1,1,1,1,1,The Weeknd splashed water over all the people sitting at tables while he was performing,5,20,0,,12
9/22/21 13:58,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,,1,2,1,2,2,2,1,1,1,1,1,1,1,2,"There were several clips in different scenes/locations. There was a bit where billie was dancing in a yellow room, sitting out side of a house with a bunch of ""intimidating"" men, riding down the road in a car meant for little kids, and her in another room having a bloody nose. When the song changed, she was in a dark room sitting ontop of a guy doing pushups.",4,19,0,,25
9/22/21 14:02,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,1,,1,1,1,2,1,1,1,1,2,1,2,1,1,2,Bruno Mars Dancing around the city,4,19,0,,19
9/22/21 14:06,1,1,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,1,1,2,2,2,2,,1,1,1,1,2,1,1,2,1,2,2,1,2,2,A guy and his girlfriend had a daughter and he started a boxing fight,5,21,0,,26
9/22/21 14:07,2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,,1,1,1,2,2,2,1,2,2,2,2,2,1,2,Two guys danced around in a warehouse that had a sunflower backdrop while the video would drop in and out.,7,21,0,,25
9/22/21 14:17,1,2,1,1,2,2,1,2,2,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,1,2,2,2,2,1,1,2,2,2,2,1,2,She was playing/ transporting through pianos,5,19,0,,33
9/22/21 14:19,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,,1,1,1,1,2,2,1,1,2,2,2,2,1,2,"Gotye sang the song while they showed different parts of his body, and paint appeared on the background and his body. Then, Kimbra came in also painted and sang to/with him.",7,21,0,,26
9/22/21 15:13,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,,1,1,1,2,2,2,2,2,2,1,1,2,2,2,There was a bunch of dancing in the club. Nothing more really,6,20,1,,34
9/22/21 15:40,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,,1,1,1,1,2,1,2,2,2,1,1,2,1,2,lots going on Taylor swifts just dancing around in different outfits,3,20,0,,30
9/22/21 15:46,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,,1,1,1,2,1,2,1,1,2,2,2,1,1,1,Britney started on an airplane and was making out with a man and was also on a motorcycle with another man and in a hotel room with a man,6,19,0,,21
9/22/21 16:11,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1,,1,1,1,2,1,1,2,1,2,1,1,1,2,1,Dua Lipa and people partying to their song,6,20,1,,23
9/22/21 16:24,1,2,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2,1,,1,1,2,2,1,1,1,2,2,1,2,2,1,1,Miley described how she is better off without you,6,20,0,,24
9/22/21 16:27,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,"Michael Jackson is walking on a sidewalk through a city, singing about how a young woman thinks he is the father of her baby, and proceeds to go to her bedroom and get in her bed while she's sleeping. A man follows him and as the man is about to photographs Michael in the bed, there is a bright glow and Michael is gone. Shortly thereafter, police find and arrest the man.",3,19,0,,42
9/22/21 16:30,2,2,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,,1,1,1,2,1,2,2,2,1,1,1,2,2,2,People were dancing and were shown as happy while they were dancing in different places,3,19,1,,26
9/22/21 16:38,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,,1,1,1,2,2,2,1,2,2,1,1,2,1,1,"His palms were sweaty, knees weak arms were heavy, there was vomit on his sweater already, which happened to be mom's spaghetti. He was nervous, but on the surface he was calm and ready to drop bombs, but he kept on forgetting what he wrote down. The whole crowd got so loud, he opened his mouth, but the words would not come out. He was choking now, everybody was choking now, the clocks ran out, time was up, over blow. Then he snapped back to reality, op, there went gravity.",6,20,1,,26
9/22/21 16:40,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,1,2,,1,1,2,1,1,1,2,1,1,2,1,1,1,2,The singers were all in a room and all kind of took turns singing the song. It was in black and white and there was something that was yellow. It was kind of boring,5,20,0,,25
9/22/21 16:43,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,,1,1,1,1,2,1,1,2,2,1,2,2,2,2,"I see honesty, gratitude and no hard feelings towards a person you have cared about in your life. Be thankful for every moment you have lived and for all the lessons you have learned from your relationships.",5,21,0,,23
9/22/21 16:52,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,,1,2,1,2,1,2,1,1,2,1,2,1,1,2,lil nas x was riding a horse and preforming with billy ray,4,22,0,,24
9/22/21 17:29,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,,1,1,1,2,2,2,1,2,2,1,2,2,1,2,Beyonce and two backup dancers were filmed doing amazing choreography in an all white room when in the chorus but transitioned to dark at the verses,6,21,1,,29
9/22/21 17:32,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,,1,1,2,1,1,1,2,1,1,1,2,1,1,2,"Miley Cyrus was singing the song alone in various outfits and settings. One setting was a room of mirrors and she was in a yellow top, another she was in a purple sparkly dress with colorful animals around her.",4,20,0,,18
9/22/21 18:10,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,,1,1,1,2,2,2,2,2,2,1,2,2,2,1,There was a big party going on.,7,19,1,,27
9/22/21 18:35,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,,1,1,1,1,2,2,1,1,2,2,2,2,1,2,Britney Spears seduced men on a plane as a stewardess and then robbed them.,4,20,1,,19
9/22/21 19:01,1,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,,1,1,1,1,2,1,1,2,2,2,2,2,2,2,The spice girls sang and danced about a guy,4,25,0,,28
